review,tag
I hate this game so much. Its so infuriating. U can never get passed 10X and get the gems its annoying. There.is wayyy to many ads and there is a balloon u can pop but u need a ad to open it i clicked the balloon and it wouldnt give me the ad to watch. Would not recommend if u get mad easily. Im definitely deleting this app rn 🙄,tag:(ads)
This game is picky! On my mom's phone I did not get a lot of ads bc her phone had a lot of energy and had good memory. On my phone I got a ton of ads every level! Also it is IMPOSSIBLE to get past ×10! This game belongs in the dumpster!,tag:(ads)
Dont get the game it completely sucks the lava takes away your blocks faster then it should the game can be a little glitchy too many ads matter of fact ad after time you pass,tag:(ads)
"20 seconds of gameplay per 10 seconds of ads with moving ""X"" buttons to close the ads.",tag:(ads)
Good game but too many ads,tag:(ads)
Games pretty fun a great way to pass time ads are rarely duplicates my only problem is in the balloon prize room for some reason if you pick the the rainbow balloon which you have to watch an ad the pop for some reason when I finally do pop it the app just locks me into the prize room,tag:(ads)
"If you want to play, turn your mobile data and WiFi off so that you don't get the ads. The game is practically unplayable online",tag:(ads)
It was fun until I started getting ads every level (which was only around two minutes) don't download unless you enjoy dragging your eyeballs across sandpaper,tag:(ads)
Way too many Ads!,tag:(ads)
immediately started lagging and giving ads.,tag:(ads)
"Too many ads, if you play this game, most of your time will be spent watching ads.",tag:(ads)
It's fun some glitchy but over all it is a good game and a lot of ads but its good,tag:(ads)
Do not downlaod this game unless you want to spend all you time watching ads. Or pay $4 for no ads. Ridiclous,tag:(ads)
Ads,tag:(ads)
The most boring game ever and the shittiest ads,tag:(ads)
Fine except for the ads,tag:(ads)
Ads ever other level. Even if you get every block and lose the minimum amount u still can't get too x10 don't waste time or storage on this,tag:(ads)
Its fun enough ig but to get anything but the basic skin you have to play a ton and the ads make that rlly not worth the trouble,tag:(ads)
Too many ads,tag:(ads)
This game has no right to be as laggy as it is for how simple it is nor should it bludgeon you with half as many ads as it does. Hall of Shame game.,tag:(ads)
Too many ads an just a lame ass game..,tag:(ads)
"Very disappointing, first problem I have is too many ads like every other level that has to stop, second problem I have is when your dodging the big stacks and you move away it just moves you in front of it and you end up losing your cubes and the red lava thingy has to go like it doesn't even give you a way to get out of that, sickening and lastly you never get a chance to get past 10x what is that, that isnt fair also the little green boost should go away because they don't help at all.......",tag:(ads)
The idea of the game is good but the ads are to annoying,tag:(ads)
Far too many 30 second ads that can't be skipped & only fun for about 5 minutes,tag:(ads)
"Gets super boring, it's not challenging, and has so many ads do not recommend unless you're like 4",tag:(ads)
To many ads you cant win,tag:(ads)
As usually too much ads remove theres too much every level I have to watch 1 ad every single time one time I had to watch a 30 second or 15 second ad so please remove it,tag:(ads)
"The game is constantly shoving ads in my face. Its annoying. This company does not care for their players, they make games for ad revenue. These people are the cancer of mobile gaming.",tag:(ads)
"OK game. Smooth graphics and sensitive to touch but in under an hour of play I'd maxed all my levels, unlocked all the unlockables and still have loads of gems to spare and only at level 67. Levels are short and a lot of blocks take a block more than they should, also most levels are impossible to get to the last finish as there aren't enough blocks or it's impossible to get enough enough. It's alright to waste an hour of your time on but then you've unlocked everything.",tag:(ads)
Way too many ads,tag:(ads)
"This game is pretty simple, but if you collect every single cube possible in a level and lose as few as possible you still cannot reach the x10 at the end of each level, which is frankly bad design and given that you consistently get to the x1 just before it is likely on purpose to try and keep you playing with an impossible goal so you watch the ads between every very short level.",tag:(ads)
"TOO MUCH ADS🙃. Everytime i click ""next"" or ballooonn.. the ads will showed 😒😒",tag:(ads)
"Like most Voodoo games, their concept is fun.. for about 5 to 10 minutes. And you get about half gameplay and half ads.",tag:(ads)
Like Voodoo's normal games a boring not fun cash grab game meant for small children to rage and scream while you and your greedy hand pile up money with you ads. 0 star game if I could.,tag:(ads)
"Very generic game, extremely glitchy. Forced ads almost every other round.",tag:(ads)
"This game is fun to play. Something to pass the time, but there are a few things that could make the game more enjoyable. First thing is the gems. There aren't many things to buy with the gems and within the first day I was able to buy everything and get all the cube skins. Second the game doesn't have much challenge and can get boring quick if you don't have something to actually work for (such as getting gems for more skins or raising your level). Lastly to many ads,maybe after every 3 levels",tag:(ads)
To many ads,tag:(ads)
Every 2 games you got a ad in I hate ads I just wanna play it with no ads,tag:(ads)
😠 I hate these apps so much! They are just boring and are just a trap to make you watch ads DO NOT DOWNLOAD 😡,tag:(ads)
There are too many ads,tag:(ads)
Ads and gets difficult,tag:(ads)
WAY to many Ads. Ohhh you played for 3 seconds? Here's a minute worth of ads before being able to play another 3 second run....before another minute of ads,tag:(ads)
All the game is adds and they are just trying to take your money since you have to pay for no ads so dumb don't buy this app it is just an ad channel.,tag:(ads)
SOOOOOOO good but I could deal with less ads,tag:(ads)
I think it's really nice but I read that there's a bunch of ads it says but I very much like it much,tag:(ads)
Love the concept of the game. But it keept crashing. Just take off all of the ads!,tag:(ads)
The app is mindless fun but the ads break the app if you ignore too many. And there's too many ads anyway,tag:(ads)
Its a very chill game. Ads are not to much of a bother. The game did perform awkwardly after some level completion. The level passed started playing on the menu screen. I completed that and got to collect a crazy amount of purple diamonds. I currently have 1mill.,tag:(ads)
Ads make this unplayable.,tag:(ads)
Ads,tag:(ads)
ADS ARE ANNOYING AND FIX THE POINT OF VIEW,tag:(ads)
"It could be fun, however its an advertisement after each iteration of a run. Once again way to many ads.",tag:(ads)
"Man it is a pretty chill concept, but it is LITERALLY unplayable thanks to the ads. You ""win"" well good job now watch an ad. Oh nice here open this ""balloon,"" dont want to? Well you dont got a choice, ALSO have this ad when you click to open the balloon. Oh you finished watching an ad and clicked the X button? Well it doesnt matter have this pop up ad that forces you to click it.",tag:(ads)
Decent idea. Poor execution. Ads all day everyday. Typical voodoo style.,tag:(ads)
"Shouldn't have to watch an ad after every death, no other game that I've played operates this way. Ads should ONLY be a free way to get rewards. This is just pure greediness and it's pathetic. Uninstall.",tag:(ads)
"It's ok, ads are ridiculously annoying. And it seems like the levels are built to where some parts are unbeatable. And that's not fair or right.",tag:(ads)
It is a very fun and addicting game but the ads can be a bit much.,tag:(ads)
Its literally horrible there is no purpose and when you get to the end there is always lava or something that gets your cubes down and you can get to the end..i done recommend downloading this.....oh and ads gallor like you play the game then 2 adds play.....the it lags really bad....hope this helps,tag:(ads)
Just the best game ever. The ads are problems but its still fun.,tag:(ads)
Nice game 👌 but finished the game in two days . No ads if u play it after turning off mobile data .make it more interesting.,tag:(ads)
No real chance of getting to the 10x bonus. Loads of lag. Third person view at an angle is really off-putting. I spent more time looking at ads than actually playing the game.,tag:(ads)
"Ok game, but way too many ads.",tag:(ads)
"Too many ads, cant enjoy the game.",tag:(ads)
Tooooooooo many ads,tag:(ads)
App has too many ads and is really laggy. I might decide to delelte it,tag:(ads)
"Terrible. Its was laggy and slow. So many ads, I should have expected thats from a game made by VOODOO.",tag:(ads)
"Annoying, long ads",tag:(ads)
Crash after baloon.. Lots of ads that makes it crashed.. Before the last update was fine..,tag:(ads)
depends on ads to do anything,tag:(ads)
So many ads.,tag:(ads)
FULL OF ADS!!!!!!! IT'S A NICE GAME BUT FULL OF ADS AND SUBSCRIPTIONS. 👎,tag:(ads)
15 seconds of play. 1 min of ads.,tag:(ads)
Literally got ad after ad after ad whether I won or lost after every level there was an advertisement. So many ads that the game glitched and kept playing on it's own while asking me to retry or skip the game. It's ridiculous. I don't understand why y'all be so desperate to make money from the ads that y'all send so many through that it glitches the game. Chill out.,tag:(ads)
"Not fun ads every time you complete something wether it be the level or the ""balloon"" thing even tho you skip the ad that doubles your currency it will still show you one, on top of that most of the time it doesn't even give you the chance to get the highest score multiplier/ /------> don't download it just don't stuff like this shouldn't exist, there only in it for the ad revenue",tag:(ads)
The games great if you're into watching ads after you do anything.,tag:(ads)
"Too mad ad its unbelievable. I've played games with ad, but this takes it to different level. Dont waste your time you'll be watching more ads than playing the game",tag:(ads)
The ads are unbearable.,tag:(ads)
Too many ads...,tag:(ads)
"Do you like ads, and more ads and bad gameplay in between then this is the game for you, just a money maker doubt the devs even care about the game",tag:(ads)
Ads of the glorious ads everywhere,tag:(ads)
"So many ads. uninstalled, cant bare like every 5 seconds are ads",tag:(ads)
Too many unskippable ads,tag:(ads)
The game is very laggy freezes every other second and not only that loads ads every time u do anything. Can't even play the game without an ad. Mainly all loses are because of lag and freezes or an ad starts to load.,tag:(ads)
Ads...,tag:(ads)
Way to many ads,tag:(ads)
"So may ads, worst experience",tag:(ads)
"Poorly designed, with seemingly pointless and unchallenging gameplay. The setup of the cubes and obstacles are such that, more often than not, it is impossible to reach the end of the track, regardless of how well you steer. In addition, with wifi on, the game delivers a minimum of 5 seconds of advertising between every round. Many of the ads show inaccurate gameplay for other games, and some are borderline pornographic. The game was probably made for the sole purpose of advertising. 0 stars.",tag:(ads)
"Adds after every level. Game seems fun. But EVERYTIME you win or lose, adds.. Adds ads adds",tag:(ads)
"This game plays an add after every game, literally sucks ads too bombarding",tag:(ads)
"Way to many ads, it is after every level and its annoying. It gives you an option to watch an ad after a level to double your take for example but if you deny it you still get sent to an ad... May as well watch each ad to get the income.",tag:(ads)
Great game but too much ads ... they really irritating ... every level you play you get a whole bunch of ads ... could tolerate it anymore .. would advise anyone to download it unless they don't mind the ads,tag:(ads)
"Forced ads after every round, 20 sec of playing followed by 5-15 of ads lmao YOU SHOULD NEVER FORCE ADS ON PEOPLE either make it an option at the end to get a point/money boost or maybe a continue when you fail Or make your game a pay game... be upfront dont force dumbass ads on people...",tag:(ads)
ads,tag:(ads)
I really like the game but the ads pop up literally every other retry I can't keep playing. Ive only had it for less than three minutes and got four ads.,tag:(ads)
Subpar and glitchy gameplay and video ads with chintzy skip buttons after every game. Just not worth it.,tag:(ads)
"This game has no purpose whatsoever, it was created to generate ads. Fun for the first few levels, but it doesn't get anymore challenging. There seems to be no rhyme or reason for the amount of cubes on a level. Max out your starting cubes to 5 and then collect every cube on the level, hit all of the red cubes at their bare minimum,and you won't make it all the way to the end of the level. Also sometimes you don't get the jewel multiplier. 0/5 if possible. Terrible game.",tag:(ads)
"Funny game, but there is no way I'm going to play it anymore. There are ads after every game....",tag:(ads)
Played 2 rounds hit 2 ads im out. Youd probably make more money if you cut the adds in half.,tag:(ads)
Ads are annoying and I beat the game in half a day.,tag:(ads)
Unrelated annoying ads. Each game lasts only 20 second. All levels are similar. No challenge at all.,tag:(ads)
"Ads, so many god damn ads.",tag:(ads)
"The game is a good idea. I hated the execution though. It has so many obstacles that you have to get every single cube, but I'm not sure that you'd pass if you did. I hate the ads. I hate the fact that it vibrates my device every time I add blocks, or lost them. There is no incentive to this game. No real prize. The graphics are decent, exactly what you expect from the makers. But, the game just wasn't good imo. Just. Meh.",tag:(ads)
"The difficulty in this game comes from the fact that the player's POV is more to the side, rather than directly behind the cube, so that it is difficult to see where you are on the map (left to right, etc) - especially with big fingers. It's allright if you have time to kill, in airplane mode ofc. But to me most of Voodoo's games are designed solely to serve you ads, while you play cookie cutter games which could be a lot of fun if properly developed further (cuz the concept is there)",tag:(ads)
TRASH! It is just a another massive advert app. You'll spend more time watching ads and having your data collected than actually being entertained. DON'T DOWNLOAD THIS PIECE OF TRASH APP.,tag:(ads)
Why do these free games with ads every 2 seconds over heat my phone do bad?,tag:(ads)
"Ads are too long, and seriously who puts in an ad for the game thats being played?",tag:(ads)
Too many ads. And the game stucks when we get 5+ stacks on one time.,tag:(ads)
Great game to many ads tho,tag:(ads)
"Garbage. The game is so laggy on a top flagship phone, not worth the time. That and the ads are after nearly every play.",tag:(ads)
I love this game because there is not many adds and it is so much fun!i reccomend this game to people who dont like ads!,tag:(ads)
"Took less than an hour to beat. Turn on airplane mode before opening the app to bypass ads. Would be rated higher if it had a longer playtime. Sometimes the game glitches and takes away one or two more blocks than it should have, which is very aggravating since it messes with the multiplier at the end.",tag:(ads)
"The game itself was ok, but the amount of ads was unpleasant. I get that it's a free game and that's how they make their money, but I'd rather pay a couple bucks to just play the game.",tag:(ads)
"Decent game, unplayable because of ads.",tag:(ads)
Too much ads and not enough levels.,tag:(ads)
The game is littered with ads. More ads than gameplay,tag:(ads)
This game is fun but the ads after every round is getting annoying.,tag:(ads)
"Ads ads ads and more ads. One of, if not the worst games that smashes you with usless, braindead ada over and over again, will recommend against and if i ever see that someone has this game i will unistall it without them knowing. Complete garbage",tag:(ads)
Too many ads and retry button delayed so you generate more ad revenue. Bye then.,tag:(ads)
Looks like a fun game...but there isnt actually a goal other then to die so u can watch more ads. Even after making 0 mistakes and collecting every cube in a level u cant even get past the last wall of the level.,tag:(ads)
Garbage. Get ready for non skip-able ads every 30 seconds.,tag:(ads)
It have a lot of ads,tag:(ads)
Cute game and fun. Way to many ads.,tag:(ads)
To many ads to much pay to play. Some of the blocks are hard to tell where you are at and you run into stacks that are to big for you.,tag:(ads)
"It just isn't great in my opinion. I move left, it goes the opposite way, even if I have enough cubes I still die? As well the ads got very annoying after awhile. Especially having a two minute long one.",tag:(ads)
Game stops you and says you failed when you have more than enough blocks to get through. Too many ads. Boring.,tag:(ads)
To many forced ads it's like one every two stages. But other than that the concept of the game is pretty fun,tag:(ads)
Just a game to make you watch ads. You are unable to do anything or make it far without having to watch an ad before. The game with stall its self and make you watch an ad to continue.,tag:(ads)
More ads than game.,tag:(ads)
DONT DOWNLOAD WAY TO MANY ADS PLAYED FOR 5 MINUTES SEEN 6 ADS DELETING NOW HORRIBLE,tag:(ads)
Nothing but ads. Cancer for your phone,tag:(ads)
So many ads,tag:(ads)
"Not skill based at all. You can collect every cube in a run and still not pass the level, far too easy to unlock everything, ads pop up after every single run. Fun game to pass the time but very bland after the first few levels. However, I'm still playing and I'm at level 126 so I can't say it's not fun and hooks me in.",tag:(ads)
More adverts than game play. Game appears to funnel you towards failure so it can get more ad revenue. Couldn't be sure as there were so many ads I had very little gameplay,tag:(ads)
Jesus christ. Ads much? Horrible.,tag:(ads)
The amount of ads is unreal. This is ridiculous I can't even play the game 😡,tag:(ads)
Good game how ever the ads are so loud and you cant mute them,tag:(ads)
"Same old ad generator with a mini game between ads, doesn't even work well, the idea behind the mechanics and the actual gameplay don't mesh, the game will hang not allowing quick movements required to pass a level. Would not recommend this game even playing on airplane mode to disable ads.",tag:(ads)
"Ads after every level, no thanks",tag:(ads)
"Slowest app ever , ads all over !",tag:(ads)
Too many ads,tag:(ads)
Toooooo many ads,tag:(ads)
Too many ads,tag:(ads)
Too many ads!!!!!,tag:(ads)
"It is kinda good ,I tried to get all the blocks but I never get enough to pass the wall, and one more thing is too much ads , I extremely hate ads, you guys should not play this and other game which are like this.",tag:(ads)
Get your ads for your garbage game off of Snapchat Lags and crashes every 15 seconds,tag:(ads)
"If you turn off your WiFi/data ads are not a problem. This game is fun and can be challenging. Sure the levels are similar, but they're different at the same time. Go ahead and try it.",tag:(ads)
To many ads but an ea sd y game,tag:(ads)
"There are so many ads, it's not even funny.",tag:(ads)
"You can beat the game in a single day if you want to. There are only 9 types of cubes to unlock, and 5 levels of advantageous upgrades (higher starting tower and offline gem collection). If you collect a bunch of gems (via getting to the 10x multiplier area) and have to pop balloons, you forfeit all of your gems for the lesser amount in the balloons. Other than these flaws its easy to kill time with this app. There are probably a bunch of ads but I don't have that problem.",tag:(ads)
"fun game, not big on the microtransactions and session throttling, but aside from that it's a mini-fire emblem game (which is good)",tag:(p2w)
"This game is very overwhelming at first. There are so many things going on at once, and if you're new, the you may be instantly turned off by it. There's so much that isn't even explained in the game itself, and in order to complete the harder challenges, outside research is required. The microtransactions are fair, you can buy the item needed to summon new heroes, or specific heroes, but one star removed for the FEH pass. It's 10$ a month and feels essentially to the experience.",tag:(p2w)
"it's what it says, A mobile fe game, which is good and bad. bad being orbs and microtransactions. That and also FEH pass as a whole has made me all but drop the game..",tag:(p2w)
"Your typical Gacha game. Not as egregious with the microtransactions as other notorious Nintendo mobile titles, but it's getting worse, most notably with Feh pass creating a pay wall for good quality of life features. If you're going to start a collection or competitive strategy game, I'd recommend a trading card game. You'll get better buyback value for rare cards than you will sinking orbs for the chance at a rare hero in Feh.",tag:(p2w)
"Lowered my rating due to the subscription service. I loved this game and regularly spent to support the game because of the non-intrusive microtransactions and how much I enjoyed it. As others have mentioned, however, a subscription service was implemented and intrusively so. Due to the implementation of said subscription service I cannot support this game.",tag:(p2w)
"Runs well, plays well, looks great. Also, despite there being microtransactions, Nintendo makes it 100% optional to buy, due to getting orbs daily and after clearing the missions on each difficulty; by doing so, one who plays or buys will still have the same chance and oppurtunity to get their favorite heroes from the franchise. This review still holds as of 2020, on top of adding additional ways to play and compete; all that's missing is a live 1-2 min. per turn competitive matchmaking.",tag:(p2w)
I like everything Fire Emblem and this game has a decent meta as well only thing that keeps it from being a 5 star is well the microtransactions Never liked that trend for any game,tag:(p2w)
"Microtransactions, beware",tag:(p2w)
"Microtransactions sneaker don't have to buy, but exist very tempting, be careful.",tag:(p2w)
"Plenty of issues for a Gacha game, but not enough to make me completely install until now. Paid subscription on top of all the other microtransactions is just gross, and locking Quality of Life features behind it even worse. At least they made the decison to quit nice and easy.",tag:(p2w)
"Get rid of Hall of Forms. The balance of it is too far off and the units you're given just makes it unfair. Once you reach the infernal levels it's a struggle to beat even teams of 3. Don't appreciate the season pass, too many microtransactions now. Been playing since it started but thinking I may have to stop it's getting too frustrating now",tag:(p2w)
"Microtransactions are being greedily ramped up with the addition of a premium pass at a ludicrous price point (not that any price is acceptable), and an increasing number of features locked behind payment. Another case of abhorrent monetisation based around what is essentially a gambling system.",tag:(p2w)
"I still love the art, the gameplay, and many types of characters to make the strategy more challenging. BUT I have brought my rating down to 1 star from a 5 star because the game is literally pay to win now with the introduction of FeH Pass. Like you srsly werent making enough with all the orb microtransactions? This has gone from something I loved playing to something that is frustrating to even look at. Thanks for ruining the game. You have shown that you truly don't care about the players.",tag:(p2w)
"It's one oh the best mobile games available if you are looking for strategy gameplay. Microtransactions aren't much of a problem, you can get a lot out of it without spending. Edit: pay to win and quality of life features locked.",tag:(p2w)
"2020: P2W has worsened.Heavy emphasis on microtransactions. The random stats make things worse especially when you upgrade the units star grade to find their stats were rerolled and are now terrible even when fully levelled. There are occasional freebies but the drop rates are noticeably stingier to push premium. Power creep has gotten worse, older units are now redundant. Not recommended for f2p players unless you have the patience of a saint or very deep coffers to keep paying for progress.",tag:(p2w)
"the feh pass killed my good fath in this game, you took what was arguably your best game in both microtransactions and gameplay and ruined it with a 10$ a moth month subscription for QOL improvements and 2 character. and then had the gal to make it so you cant clear you quest notice of quest you cant complete without it.",tag:(p2w)
"Going down a bad road: I play the game daily since I love fire emblem and rather enjoy using it to pass time, but starting today, there is a new subscription feature. For $10 a month, on a game that already has microtransactions, you get features that can very easily tilt the game in your favor: a pay to win subscription. Usually, I can ignore the paying features, but the quests added are put with the others. When completed, you will be told you can only collect them by buying the subscription.",tag:(p2w)
"Updating to change my current view on this awful game. incredibly predatory in terms of microtransactions, lessening the amount of free currency for summoning per month to half. Game lacks any mode to even use the characters summoned in other than arena and aether raids, both modes aimed at paying crowds. Look for a better gacha game that actually has gameplay. also, don't fall for other reviews that tell you that they get lots of 5⭐s as 5⭐s mean next to nothing in this game.",tag:(p2w)
A game that was once amazing is now plauged with boring modes and predatory microtransactions that are almost required to enjoy anything at a higher level and a subscription service that provides features that should be free,tag:(p2w)
"Was fun to occasionally play, with new feh pass it's becoming an even bigger gap between players who pay and those who don't. It isn't fun to play a game you have almost no chance of winning at because someone else threw 120$ a year at it(that's 2 brand new full big name games which don't require more microtransactions to be effective at the game).",tag:(p2w)
"113.88 USD per year for the subscription pass lmao, you can almost buy Fire Emblem Three Houses TWICE for that money. I think Nintendo heard the praise this game got about not having BS microtransactions and went like ""nooope we're not making a good mobile game"".",tag:(p2w)
My first experience with Fire Emblem. I find certain battle elements difficult to fully understand but I'm not dying often so I can't be doing too badly. In my opinion the microtransactions in this game are not necessary to play as it is possible to earn orbs and such while playing.,tag:(p2w)
All dem microtransactions...,tag:(p2w)
"Okay at best, much rather play a real fire emblem game. Microtransactions are too present and egregious and just ruin the game for me.",tag:(p2w)
This is easily one of the best force collection type games on phone that I've played. Its is fun and easy to build your forces and even though there are microtransactions the game dosen't fell as if you ever have to buy any to advance.,tag:(p2w)
One of the games where it's actually free and doesn't amount to 69.99 Of microtransactions,tag:(p2w)
Excellent FE game with far too many things to do and side objectives to complete. Despite microtransactions the game is still thoroughly enjoyable even if you don't want to spend money on it.,tag:(p2w)
"It's a decent game, even with the microtransactions.",tag:(p2w)
This app fits perfectly as a game you can play casually and more intensely as you see fit. Most will switch between the two. Also works well if you want to close the game mid combat and continue later. If you have problems with spending to much on microtransactions stay away.,tag:(p2w)
"Fantastic little strategy game with intuitive mobile controls that are easy to get used to and familiar characters from the Fire Emblem series. It does have microtransactions as a gacha-style game, however, does offer a good number of orbs without any form of payment by completing the story and dedicating time to it and completing the challenges. Fun to play and allows itself to be played in short bursts without consequences for leaving in the middle of something. It can be played commuting.",tag:(p2w)
"very fun, a lot of good content for killing time or sitting down to play. it's got microtransactions for stuff like extra stamina or more orbs for summoning heroes, but with even semi-regular play it's very easy to obtain these items for free. no ads, very actively updated, tons of events. the fire emblem gameplay aspects are definitely watered down, but honestly it's a phone game for killing time so that helps out for brevity's sake. this is what mobile games should strive to be. 5/5 worth a dl",tag:(p2w)
Many Microtransactions but overall i great nintendo game.,tag:(p2w)
"Best gacha on the market. F2p is generous with all currencies and summoning rates are fair with frequent new heroes. If you're into microtransactions, there are monthly specials that often have two currencies for one purchase.",tag:(p2w)
"tight gameplay loop, microtransactions are purely optional. very well made. add rinka please.",tag:(p2w)
"Fire Emblem Heroes is an okay game at best. It's very fun at times, but the 5-star pull rate is so low that it's just infuriating when you don't get the one you want. The gameplay is repetitive, and microtransactions are practically required to get the units you want. Overall a disappointment.",tag:(p2w)
"I'd say that the microtransactions have lost focus over time, the devs have really started catering more to free players in nice ways.",tag:(p2w)
"The power creep is insane and its now impossible to enjoy the game without sinking money into microtransactions unless you have the patience of a saint. So many times i pull for a png of my favorite characters and i always get one of the same 3 characters, depending on the color i chose, and i think ""why am i even fueling this garbage fire""",tag:(p2w)
pretty good! includes microtransactions,tag:(p2w)
"This is a great mobile game, yes. BUT (and a reaaallly BIG one) Recently, it's been a lot harder to get orbs and it seems like they only want us to get less which means less units and more money in their pockets from microtransactions.",tag:(p2w)
best game for FE fans. easy to learn and virtually no microtransactions,tag:(p2w)
"Lots of fun and lots to do. Play casually like I do or get really deep into all those crunchy stats. I've been playing since launch and haven't spent a dime either, so you can have fun without it getting out of hand with microtransactions. A MUST for FE fans.",tag:(p2w)
"A lot of fun if you're into complex strategy. doable without microtransactions, but itll take longer to get a good army going, and you'll have a harder time in the high tiers of player vs player.",tag:(p2w)
"Post 2nd anniversary update to my original review- still a great game. Im removing a star because i would spend money on the game, but the prices make the microtransactions not really worth it, and, despite the plethora of game modes, there's still no true PVP options. That said, it's been a very lovely game to pick up and play. The characters are likeable, the story is decent, and the art and voice acting are wonderfully done. Very nice little time-killer :3",tag:(p2w)
"turn based strategy, i just wish it didnt shill for microtransactions.",tag:(p2w)
"The chibi art style can take a little getting used to, as can having the character designs so different. These and some iffy movement options, however, are my only gripe - fantastic pacing, good microtransactions, feels like an FE spinoff. Love it!",tag:(p2w)
"A good, fun game unfortunately worsened by microtransactions. The gacha mechanic is integral to the game and makes it difficult to have the optimal experience without spending possibly hundreds of dollars.",tag:(p2w)
"EDIT: Moved review to 3 stars. Intelligent Systems has been removing orb (the premium currency) opportunities from free to play, most likely to squeeze the playerbase for money. If the trend continues or is fixed, I will update the review further. ORIGINAL: It's a solid Fire Emblem lite, and a good intro to the franchise. There is a surprising amount of depth and as long as you like gacha style games, the microtransactions are understandable.",tag:(p2w)
"All the fun of fire emblem, but without the fun.  Plus microtransactions.",tag:(p2w)
"Fun for what it is, and it's microtransactions aren't egregious. But, after saving up 200 premium currency (40+ single pulls) and not getting the 5* I want, I'm done.",tag:(p2w)
"100% Microtransactions. If you like Fire Emblem on the DS and Gamecube, this game is not similar at all. Get ready to pay through the nose unless you don't care to advance at all.",tag:(p2w)
"Great game, fun to pick up every now and then. Requires microtransactions to play properly though.",tag:(p2w)
"Great characters of the series, basic yet complex strategy and abilities. I wish there was a way that you can purchase the charcater you want with the orbs instead of summoning orbs of a certain color and not know what you can get. I hate these random loot microtransactions.",tag:(p2w)
If youre a fan of fire emblem you will thourghly enjoy the characters and it is highly playable even without paying for the microtransactions,tag:(p2w)
Microtransactions Ruin it,tag:(p2w)
Really fun mobile game that doesnt throw microtransactions down your throat,tag:(p2w)
"Excellent game, but orbs are way overpriced. Totally playable without microtransactions.",tag:(p2w)
"It's close to a new FE version, although this one has Microtransactions, which fits better for the Mobile market. Great game. Makes me want to play the actual FE games! :D",tag:(p2w)
"great for new fire emblem fans, microtransactions but never felt pressured as you can earn orbs quickly and drops rates are ok",tag:(p2w)
Microtransactions are eh but eh Hector Emblem,tag:(p2w)
"The only thing keeping this from 5 stars is that some of the progression isn't very well explained. It has the standard microtransactions you'd expect from a free to play mobile, but it's my new go-to time killer for mobile. I do wish that a character's star rating would increase automatically if you grinded him/her to level 40. Otherwise there's not really a point to levelling anyone who isn't already 5 stars.",tag:(p2w)
A little like the old GBA Fire Emblem games. Never happy about microtransactions and the feathers are kinda dumb but it's fun and still retains the tactical side,tag:(p2w)
"It's pretty good. Setting aside that this game throws half of the lore and traditional mechanics away, it plays well. It feels pay to win with the hero summoning, and the microtransactions are highly controversial, especially with recent laws in place to go against gambling in games. I usually wouldn't care for such a business practice in a game, but free or not , mobile or console, this game is targeted to a young audience. The rating this game not acceptable, especially going off the ESR guidelines and overall morale. I'd like to see the microtransactions be less of a roadblock to keep players from having a fun experience sometime in the future.",tag:(p2w)
"The standard for how gatcha games should be implemented, Fire Emblem Heroes is a great game and a must-play for Fire Emblem fans. Normally Im not a fan of F2P mobile games, but FEH does it right, the game is ludicrously generous with its ""premium"" currency, and the microtransactions feel less like a neccecity and more like a supplement. Im also frankly shocked at how well the SRPG gameplay is executed so well in this format. When I first heared the map sizes were only 8x6 grids, I had my doubts, but I was proven wrong as there is still plenty of map variety here. Units are also infinitely customizable, as you can transfer skills from one unit to another (at the cost of the unit giving the skill), so you can make some crazy builds. The game also pays homage to its source material, with units from every fire emblem game appearing, and with the above mentioned customization, theres a good chance your favorite units (should you actually get the units you want) can be honed into a viable team. The main downside is the fact that the units you get are determined purely by chance. The game runs events that make it more likely to draw certain units, but at the end of the day there is no guarantee you will get the unit you want. The game's story mode is also significantly weaker compared to most FE games, but my expectations werent high for a story rich free to play mobile game. At the end of the day, FEH is a great free game, and SRPG fans, and especially Fire emblem fans, old or new, should give it a shot.",tag:(p2w)
Easy to play Without microtransactions. Enjoyable and fun gatcha game.,tag:(p2w)
"Grear, game, great characters but way too many microtransactions. Take that into consideration please, but over all, great game!",tag:(p2w)
Amazing artwork and great introduction to the series. Doesn't feel pushy with the microtransactions. Wish more properties had games like this. although I wouldn't have the time.,tag:(p2w)
"Worth the time and effort, the game offers continuous content and fun 
without relying on microtransactions.",tag:(p2w)
Lessen the microtransactions and this is a great app,tag:(p2w)
"As a long-term fire emblem fan, I love this game. It keeps to the core of 
the franchise and applies the mechanics to a mobile setting very well. I 
was feeling like it was a little easy at first, maybe even oversimplified 
in ways, but that didn't last. It doesn't feel so difficult though that I 
feel like I have to buy anything. If I did choose to buy anything, it 
wouldn't help with the gameplay anyways. The game fundamentally doesn't 
force you into a corner of microtransactions. Its refreshing and fun. Plus, 
regular updates and events keep that momentum flowing.",tag:(p2w)
"A great mobile edition to the epic franchise, Heroes does justice to your 
favourite characters from your favourite games, all while keeping 
microtransactions completely optional.",tag:(p2w)
